experiment_id,experiment_type,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q16,Q17
c2e539b2-3407-4a44-8213-de09ca22c7ac,5,6,7,7,6,3,7,4,7,5,3,4,7,7,7,7,6
7ca4a86f-6545-4758-a369-f8df91e28646,5,7,7,7,7,4,7,7,7,5,7,7,4,7,7,6,6
31605639-8a15-4811-9cf5-acba3f40cbe2,5,6,5,5,5,2,3,7,5,5,6,3,5,5,3,7,6
bdc06a2a-bdea-40a5-be35-5ee901218c9f,5,4,5,5,4,5,6,6,6,5,6,3,5,6,4,6,6
af221659-951a-4aec-9d51-5343e1e51d65,5,6,4,1,3,7,7,7,6,5,7,5,7,6,5,6,6
e34811b6-ccf2-4fe7-813d-7c5694ef3d49,5,4,6,6,6,4,7,6,7,5,6,5,6,6,6,6,6
58b5809a-2f69-4dd9-8a62-fa0745422872,5,6,6,3,4,6,7,6,6,5,6,3,5,3,2,5,6
805f63d0-b754-4c63-bc89-af68acc8a2e6,5,6,6,6,6,6,7,7,7,5,7,6,6,6,7,6,6
f958d71f-bb34-4361-8fa5-b34101347d7c,5,3,3,4,6,4,5,5,5,5,4,5,5,4,4,6,6
8f0f0f71-1dd2-4e59-ae22-ad629189da31,5,6,6,6,7,4,7,7,7,5,6,6,6,7,6,6,6
cda9a010-7d21-419a-8769-63f2a669b7e4,5,6,6,7,7,6,7,7,7,5,6,6,7,7,6,7,6
da3344aa-ab69-44df-812d-bda26008a24f,5,6,3,3,5,5,7,7,7,5,7,2,5,5,4,6,6
c73dc175-4825-494b-957e-1bce9d71040c,5,4,5,6,4,5,2,5,7,5,3,4,5,5,5,6,5
b08d3520-9477-49e1-8e60-f99a70d95e82,5,6,7,2,7,6,7,7,7,5,7,2,6,6,6,5,5
b5ffff38-1808-45f7-b389-8dcb4f4f00d7,5,4,6,6,6,5,6,5,5,5,6,5,6,6,6,5,5
c5d800e7-b766-4f43-8a2f-4a2f6400fdb1,5,6,5,5,3,5,3,7,7,5,4,4,6,7,7,5,5
7ba6c296-159d-4d81-a5b8-1ee75eca61a2,5,4,4,4,4,4,5,5,6,5,5,3,5,4,5,5,5
07de0add-1abb-4b80-9db1-98412b2d0e1a,5,5,3,5,5,4,7,7,7,5,7,5,5,5,4,4,5
6a872a63-307f-4dbc-ab2d-e03957c78f8b,5,5,4,3,4,4,5,5,5,5,4,4,4,4,4,4,4
54b7207f-097b-49fc-8834-8abba40092ad,5,3,4,3,4,4,6,4,6,5,6,4,4,5,4,4,4
44e3283c-a951-43d6-aa4c-29879fc405f2,5,6,5,6,6,7,4,6,7,5,6,5,6,5,7,7,4
e882bb3e-daf4-4498-ae68-a4bbdc531a35,5,7,6,2,5,6,7,7,7,5,6,7,6,7,7,1,2
